Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
114,Kris Dunn\dunnkr01,PG,22,MIN,49,6,17.0,1.5,3.9,.373,0.3,0.9,.283,1.2,3.0,.401,.407,0.6,1.0,.580,0.3,1.9,2.2,2.6,0.9,0.4,1.4,2.1,3.8
115,Kevin Durant\duranke01,SF,28,GSW,51,51,34.5,9.1,17.0,.537,1.9,5.2,.369,7.2,11.9,.610,.593,5.6,6.4,.875,0.6,7.7,8.4,4.8,1.1,1.7,2.3,1.9,25.8
116,Henry Ellenson\ellenhe01,PF,20,DET,14,0,4.0,0.6,1.6,.348,0.3,1.0,.286,0.3,0.6,.444,.435,0.1,0.1,1.000,0.1,0.7,0.9,0.3,0.0,0.0,0.4,0.2,1.5
117,Wayne Ellington\ellinwa01,SG,29,MIA,31,10,26.8,4.1,9.9,.415,2.1,6.3,.340,2.0,3.6,.545,.523,0.8,0.9,.897,0.2,1.7,2.0,1.4,0.8,0.1,0.4,1.3,11.2
118,Monta Ellis\ellismo01,SG,31,IND,42,23,27.0,2.9,6.9,.417,0.5,1.6,.288,2.4,5.3,.455,.450,1.6,2.0,.817,0.2,2.7,2.9,3.1,1.0,0.4,1.9,2.0,7.8
119,Joel Embiid\embiijo01,C,22,PHI,31,31,25.4,6.5,13.8,.466,1.2,3.2,.367,5.3,10.7,.495,.508,6.2,7.9,.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2
120,James Ennis\ennisja01,SF,26,MEM,39,20,25.7,2.6,5.7,.462,1.0,2.4,.411,1.6,3.2,.500,.550,1.6,2.0,.785,1.4,3.0,4.4,1.1,0.8,0.3,1.1,3.0,7.8
121,Tyler Ennis\ennisty01,PG,22,HOU,29,0,6.4,0.9,2.2,.397,0.2,0.6,.375,0.7,1.6,.404,.444,0.1,0.1,.667,0.1,0.4,0.6,1.0,0.2,0.0,0.8,0.9,2.0
122,Tyreke Evans\evansty01,SG,27,NOP,22,0,18.1,3.7,9.1,.405,1.0,2.9,.328,2.7,6.2,.441,.458,1.8,2.2,.796,0.3,2.9,3.2,3.7,0.8,0.1,1.4,1.5,10.1
123,Dante Exum\exumda01,PG,21,UTA,36,16,18.8,2.2,5.5,.406,0.7,2.4,.276,1.6,3.1,.509,.467,0.8,0.9,.848,0.4,1.4,1.8,1.7,0.3,0.2,0.9,2.3,5.9
124,Kenneth Faried\farieke01,PF,27,DEN,46,26,22.6,3.8,6.7,.570,0.0,0.1,.000,3.8,6.6,.579,.570,2.5,3.6,.691,3.2,4.9,8.1,0.9,0.8,0.8,1.0,2.2,10.1
125,Jordan Farmar\farmajo01,PG,30,SAC,2,0,17.5,2.0,6.0,.333,2.0,4.5,.444,0.0,1.5,.000,.500,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0
126,Derrick Favors\favorde01,PF,25,UTA,34,26,22.9,3.7,8.1,.455,0.1,0.2,.333,3.6,8.0,.458,.458,1.6,2.5,.635,1.6,4.4,5.9,1.0,0.8,0.9,1.3,2.1,9.1
127,Kay Felder\feldeka01,PG,21,CLE,30,0,10.6,1.8,4.4,.412,0.2,0.7,.350,1.6,3.7,.423,.439,1.0,1.4,.698,0.1,1.0,1.1,1.6,0.4,0.2,0.7,1.1,4.8
128,Cristiano Felicio\feliccr01,C,24,CHI,43,0,15.1,1.8,3.2,.566,0.0,0.0,,1.8,3.2,.566,.566,1.0,1.6,.652,2.1,2.8,4.9,0.6,0.3,0.2,0.5,1.7,4.6
129,Raymond Felton\feltora01,PG,32,LAC,48,10,22.4,3.2,7.3,.440,0.8,2.1,.360,2.4,5.2,.472,.491,0.6,0.8,.795,0.5,2.3,2.8,2.5,0.8,0.4,1.1,1.8,7.8
130,Yogi Ferrell\ferreyo01,PG,23,TOT,14,4,21.5,3.0,7.4,.408,1.5,3.7,.404,1.5,3.6,.412,.510,1.4,1.9,.741,0.5,1.2,1.7,2.6,0.6,0.2,1.4,1.6,8.9
130,Yogi Ferrell\ferreyo01,PG,23,BRK,10,0,15.1,1.8,4.9,.367,0.8,2.7,.296,1.0,2.2,.455,.449,1.0,1.6,.625,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,5.4
130,Yogi Ferrell\ferreyo01,PG,23,DAL,4,4,37.5,6.0,13.5,.444,3.3,6.3,.520,2.8,7.3,.379,.565,2.5,2.8,.909,0.8,2.3,3.0,5.0,1.8,0.3,1.5,2.8,17.8
131,Dorian Finney-Smith\finnedo01,PF,23,DAL,49,29,21.7,1.6,4.0,.404,0.8,2.4,.328,0.8,1.6,.519,.503,0.7,0.9,.786,0.6,2.1,2.7,0.9,0.7,0.3,0.6,1.8,4.7
132,Bryn Forbes\forbebr01,SG,23,SAS,19,0,4.9,0.5,1.5,.357,0.2,0.7,.286,0.3,0.7,.429,.429,0.1,0.1,1.000,0.1,0.4,0.4,0.2,0.1,0.0,0.0,0.5,1.3
133,Evan Fournier\fournev01,SG,24,ORL,40,38,32.7,5.8,13.4,.436,1.7,4.7,.354,4.2,8.7,.480,.498,3.2,3.9,.832,0.7,2.5,3.2,3.3,1.0,0.1,2.2,2.7,16.6
134,Randy Foye\foyera01,SG,33,BRK,37,8,18.5,1.8,5.1,.354,1.1,3.2,.336,0.7,1.9,.386,.460,0.6,0.8,.786,0.2,2.3,2.4,2.1,0.4,0.2,1.4,1.4,5.3
135,Tim Frazier\fraziti01,PG,26,NOP,37,23,26.0,3.3,7.6,.429,0.8,2.2,.354,2.5,5.4,.460,.480,1.8,2.2,.805,0.5,2.5,3.0,6.1,1.0,0.2,2.0,2.3,9.1
136,Channing Frye\fryech01,C,33,CLE,42,3,18.5,3.2,7.3,.444,2.0,4.7,.424,1.2,2.6,.481,.582,0.9,1.0,.818,0.6,2.9,3.5,0.6,0.4,0.5,0.7,1.9,9.3
137,Danilo Gallinari\gallida01,SF,28,DEN,44,44,34.2,5.0,11.6,.432,1.8,4.8,.381,3.2,6.8,.468,.511,5.4,6.0,.887,0.5,4.4,4.9,2.2,0.7,0.3,1.4,1.5,17.2
138,Langston Galloway\gallola01,PG,25,NOP,49,0,20.8,3.1,8.4,.372,1.9,5.0,.371,1.3,3.4,.373,.483,0.8,1.0,.787,0.4,1.9,2.3,1.2,0.8,0.1,0.6,1.4,8.9
139,Marc Gasol\gasolma01,C,32,MEM,50,50,34.3,7.7,16.3,.475,1.5,3.7,.408,6.2,12.6,.494,.521,4.0,4.8,.837,0.8,5.2,6.0,4.2,1.0,1.5,2.1,2.4,21.0
140,Pau Gasol\gasolpa01,C,36,SAS,39,39,26.4,4.8,9.4,.510,0.5,1.1,.465,4.3,8.3,.516,.537,1.7,2.6,.644,1.5,6.4,7.9,2.7,0.4,1.2,1.3,1.7,11.7
141,Rudy Gay\gayru01,SF,30,SAC,30,30,33.8,6.7,14.7,.455,1.4,3.8,.372,5.3,11.0,.483,.502,3.9,4.6,.855,1.2,5.2,6.3,2.7,1.5,0.9,2.5,2.6,18.7
142,Michael Gbinije\gbinimi01,SG,24,DET,8,0,3.6,0.1,1.3,.100,0.0,0.5,.000,0.1,0.8,.167,.100,0.3,0.3,1.000,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.3,0.5
143,Alonzo Gee\geeal01,SF,29,DEN,13,0,6.8,0.2,1.1,.214,0.0,0.2,.000,0.2,0.8,.273,.214,0.4,0.7,.556,0.3,0.8,1.1,0.5,0.4,0.1,0.3,1.1,0.8
144,Paul George\georgpa01,SF,26,IND,43,43,35.6,7.9,17.3,.454,2.3,6.0,.385,5.6,11.4,.491,.521,4.5,4.9,.924,0.8,5.3,6.1,3.3,1.7,0.3,2.8,2.6,22.6
145,Jonathan Gibson\gibsojo01,PG,29,DAL,17,0,13.6,2.1,5.6,.368,0.9,2.6,.333,1.2,2.9,.400,.447,1.2,1.7,.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,6.2
146,Taj Gibson\gibsota01,PF,31,CHI,49,49,27.6,5.0,9.7,.518,0.0,0.2,.200,5.0,9.5,.525,.520,1.6,2.2,.706,2.3,4.8,7.1,1.1,0.6,1.0,1.4,2.2,11.7
147,Manu Ginobili\ginobma01,SG,39,SAS,43,0,18.8,2.6,6.7,.387,1.4,3.4,.418,1.2,3.3,.355,.493,1.6,1.9,.817,0.3,2.1,2.4,2.5,1.2,0.3,1.4,1.7,8.1
148,Rudy Gobert\goberru01,C,24,UTA,51,51,33.7,4.5,6.9,.655,0.0,0.0,.000,4.5,6.9,.657,.655,3.9,6.0,.657,3.8,8.8,12.6,0.9,0.7,2.5,1.8,3.0,13.0
149,Archie Goodwin\goodwar01,SG,22,NOP,3,0,10.0,0.7,1.7,.400,0.3,0.7,.500,0.3,1.0,.333,.500,3.3,3.3,1.000,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,5.0
150,Aaron Gordon\gordoaa01,SF,21,ORL,53,45,27.7,4.4,10.2,.427,1.0,3.5,.296,3.3,6.7,.496,.478,1.5,2.4,.641,1.3,3.3,4.6,1.9,0.7,0.4,1.0,2.1,11.3
151,Eric Gordon\gordoer01,SG,28,HOU,50,8,30.5,6.0,14.2,.420,3.5,9.2,.385,2.4,5.0,.484,.544,1.9,2.2,.838,0.3,2.4,2.7,2.8,0.6,0.5,1.8,2.1,17.3
152,Marcin Gortat\gortama01,C,32,WAS,50,50,34.5,5.2,8.7,.601,0.0,0.0,.000,5.2,8.7,.603,.601,1.3,2.0,.657,3.2,8.4,11.5,1.6,0.6,1.0,1.6,3.0,11.8
153,Treveon Graham\grahatr01,SG,23,CHO,17,1,5.9,0.4,0.9,.438,0.3,0.4,.714,0.1,0.5,.222,.594,0.4,0.6,.700,0.1,0.6,0.8,0.3,0.1,0.0,0.1,0.8,1.5
154,Jerami Grant\grantje01,SF,22,TOT,50,4,21.3,2.1,4.5,.469,0.6,1.5,.384,1.6,3.1,.510,.531,1.2,2.0,.614,0.3,2.3,2.7,0.5,0.4,1.1,0.6,2.0,6.0
154,Jerami Grant\grantje01,SF,22,PHI,2,0,20.5,3.0,8.5,.353,0.0,1.0,.000,3.0,7.5,.400,.353,2.0,4.0,.500,0.0,3.5,3.5,0.0,0.0,2.0,1.5,2.5,8.0
154,Jerami Grant\grantje01,SF,22,OKC,48,4,21.3,2.1,4.4,.478,0.6,1.5,.394,1.5,2.9,.522,.545,1.2,1.9,.624,0.4,2.3,2.6,0.5,0.4,1.0,0.5,2.0,6.0
155,Jerian Grant\grantje02,PG,24,CHI,40,11,15.4,1.9,4.6,.400,0.6,1.8,.333,1.3,2.8,.442,.465,1.1,1.2,.936,0.2,1.2,1.5,1.5,0.7,0.1,0.8,1.6,5.4
156,Danny Green\greenda02,SG,29,SAS,42,42,26.4,2.7,6.3,.424,1.9,4.6,.402,0.8,1.7,.486,.572,0.3,0.4,.813,0.3,2.8,3.0,1.9,1.0,0.8,1.0,1.8,7.5
157,Draymond Green\greendr01,PF,26,GSW,48,48,33.3,3.8,8.6,.437,1.1,3.5,.315,2.7,5.1,.520,.501,1.8,2.8,.657,1.5,6.9,8.4,7.4,1.9,1.5,2.4,3.0,10.5
158,Gerald Green\greenge01,SG,31,BOS,29,0,10.9,1.8,4.9,.369,0.8,2.3,.333,1.0,2.6,.400,.447,0.7,0.8,.864,0.4,1.6,2.0,0.8,0.2,0.2,0.4,1.1,5.0
159,JaMychal Green\greenja01,PF,26,MEM,51,51,29.0,3.3,6.8,.476,0.7,2.0,.376,2.5,4.9,.516,.530,1.9,2.4,.793,2.2,5.1,7.3,1.2,0.7,0.6,1.2,3.5,9.1
160,Jeff Green\greenje02,SF,30,ORL,52,10,23.3,3.2,8.3,.391,0.9,3.0,.292,2.4,5.3,.446,.443,2.2,2.6,.857,0.6,2.4,3.0,1.2,0.5,0.2,1.2,1.3,9.5
161,Blake Griffin\griffbl01,PF,27,LAC,30,30,33.0,7.9,16.2,.489,0.2,0.8,.217,7.8,15.5,.502,.494,5.4,7.2,.753,2.1,6.6,8.7,4.6,1.1,0.5,2.5,2.6,21.4
162,Justin Hamilton\hamilju01,C,26,BRK,43,6,19.8,2.8,6.1,.455,1.0,3.1,.308,1.8,3.0,.603,.532,0.5,0.6,.741,1.2,3.3,4.5,0.8,0.5,0.7,0.7,1.5,7.0
163,A.J. Hammons\hammoaj01,C,24,DAL,17,0,4.5,0.5,1.3,.409,0.2,0.4,.667,0.3,0.9,.313,.500,0.1,0.6,.200,0.3,0.9,1.2,0.1,0.0,0.4,0.2,0.6,1.4
164,Tim Hardaway\hardati02,SG,24,ATL,49,10,24.1,4.7,10.4,.445,1.7,5.0,.348,2.9,5.5,.534,.528,1.5,2.2,.689,0.3,2.1,2.4,2.0,0.6,0.2,1.1,1.2,12.5
165,James Harden\hardeja01,PG,27,HOU,54,54,36.6,8.3,18.8,.442,3.1,8.9,.346,5.2,9.9,.530,.525,9.2,10.7,.855,1.2,7.1,8.2,11.4,1.5,0.5,5.8,2.7,28.9
166,Maurice Harkless\harklma01,SF,23,POR,47,42,29.4,4.4,9.1,.484,1.1,3.2,.333,3.3,5.9,.565,.542,0.9,1.4,.688,1.6,3.0,4.6,1.0,1.1,0.9,1.2,2.8,10.8
167,Montrezl Harrell\harremo01,PF,23,HOU,43,14,19.4,4.1,6.3,.651,0.0,0.1,.333,4.0,6.2,.654,.652,1.3,2.1,.637,1.5,2.4,3.9,1.2,0.4,0.8,0.9,2.0,9.5
168,Devin Harris\harride01,PG,33,DAL,33,0,16.1,1.8,4.7,.377,0.9,2.7,.330,0.9,2.0,.439,.471,1.4,1.6,.887,0.2,1.6,1.8,1.7,0.6,0.1,0.7,1.5,5.8
169,Gary Harris\harriga01,SG,22,DEN,26,25,27.4,4.8,10.0,.477,1.3,3.4,.393,3.4,6.6,.520,.544,1.7,2.3,.746,0.8,2.3,3.1,2.8,1.1,0.2,1.2,1.7,12.6
170,Joe Harris\harrijo01,SG,25,BRK,42,10,22.3,3.1,7.2,.432,1.6,4.3,.370,1.5,2.9,.525,.543,0.7,1.0,.756,0.3,2.6,2.9,1.1,0.6,0.1,1.0,2.3,8.6
171,Tobias Harris\harrito02,PF,24,DET,51,38,32.2,6.5,13.3,.486,1.3,4.0,.335,5.1,9.3,.551,.536,2.3,2.5,.891,0.5,4.6,5.1,1.7,0.7,0.5,1.3,1.6,16.5
172,Aaron Harrison\harriaa01,SG,22,CHO,5,0,3.4,0.0,0.8,.000,0.0,0.4,.000,0.0,0.4,.000,.000,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2
173,Andrew Harrison\harrian01,SG,22,MEM,50,15,23.1,1.8,5.6,.317,0.6,2.4,.262,1.1,3.2,.358,.374,2.3,3.0,.763,0.4,1.6,2.0,3.1,0.9,0.4,1.3,3.1,6.5
174,Udonis Haslem\hasleud01,C,36,MIA,16,0,8.1,0.7,1.4,.500,0.0,0.1,.000,0.7,1.3,.550,.500,0.6,0.9,.600,0.5,1.7,2.2,0.4,0.3,0.1,0.5,1.3,1.9
175,Spencer Hawes\hawessp01,PF,28,CHO,35,1,17.9,3.0,6.2,.477,0.5,1.6,.291,2.5,4.7,.540,.514,0.9,1.0,.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3
176,Gordon Hayward\haywago01,SF,26,UTA,44,44,34.8,7.0,15.2,.464,1.9,4.9,.392,5.1,10.3,.499,.528,6.0,6.9,.871,0.6,5.1,5.7,3.5,1.0,0.3,2.0,1.6,22.0
177,Gerald Henderson\hendege02,SG,29,PHI,45,30,24.0,3.6,7.7,.464,0.9,2.1,.406,2.7,5.6,.486,.520,1.7,2.0,.835,0.4,2.1,2.5,1.8,0.6,0.2,0.9,1.8,9.7
178,John Henson\hensojo01,C,26,MIL,44,36,20.2,2.8,5.5,.510,0.0,0.0,.000,2.8,5.5,.512,.510,1.5,2.1,.713,1.5,3.8,5.2,1.1,0.5,1.3,1.0,2.6,7.2
179,Juan Hernangomez\hernaju01,PF,21,DEN,34,2,10.9,1.1,2.5,.459,0.5,1.1,.421,0.7,1.4,.489,.553,0.8,1.1,.684,0.6,1.9,2.5,0.4,0.3,0.3,0.3,0.9,3.5
180,Willy Hernangomez\hernawi01,C,22,NYK,44,1,14.9,2.6,4.9,.542,0.1,0.3,.273,2.6,4.6,.557,.549,1.0,1.4,.700,1.9,3.7,5.6,1.0,0.3,0.5,1.2,1.5,6.3
181,Mario Hezonja\hezonma01,SF,21,ORL,36,0,9.9,1.3,3.8,.346,0.5,1.8,.292,0.8,2.0,.394,.415,0.4,0.5,.765,0.3,1.3,1.6,0.6,0.3,0.2,0.8,0.9,3.5
182,Roy Hibbert\hibbero01,C,30,CHO,42,13,16.0,1.9,3.4,.542,0.0,0.0,,1.9,3.4,.542,.542,1.5,1.8,.813,1.3,2.4,3.6,0.5,0.2,1.0,0.7,2.3,5.2
183,Buddy Hield\hieldbu01,SG,23,NOP,51,31,20.3,3.2,8.4,.384,1.5,4.2,.361,1.7,4.2,.407,.474,0.5,0.6,.897,0.4,2.6,2.9,1.3,0.3,0.1,0.9,1.4,8.5
184,Nene Hilario\hilarne01,C,34,HOU,45,6,17.1,3.2,5.2,.614,0.1,0.1,.500,3.1,5.0,.617,.620,1.7,2.9,.588,1.2,2.5,3.7,0.9,0.8,0.6,1.2,2.4,8.1
185,George Hill\hillge01,PG,30,UTA,27,27,31.8,6.1,12.8,.481,2.0,4.8,.411,4.2,8.0,.523,.558,3.3,4.0,.807,0.6,3.0,3.6,4.0,1.0,0.3,1.5,2.4,17.5
186,Jordan Hill\hilljo01,C,29,MIN,5,0,8.0,0.8,2.2,.364,0.0,0.0,,0.8,2.2,.364,.364,0.4,0.4,1.000,1.4,1.2,2.6,0.0,0.2,0.0,0.6,1.8,2.0
187,Solomon Hill\hillso01,SF,25,NOP,49,40,27.9,2.1,5.4,.383,1.0,3.0,.352,1.0,2.5,.421,.479,1.1,1.3,.788,0.5,3.2,3.8,1.7,0.9,0.4,0.9,2.3,6.3
188,Darrun Hilliard\hillida01,SG,23,DET,26,1,11.1,1.2,3.7,.326,0.3,1.3,.257,0.8,2.3,.367,.374,0.7,0.9,.708,0.1,1.0,1.0,0.9,0.3,0.0,0.8,1.2,3.4
189,Jrue Holiday\holidjr01,PG,26,NOP,36,30,31.8,6.1,13.4,.452,1.6,3.9,.394,4.5,9.4,.476,.510,1.9,2.8,.700,0.6,3.0,3.7,7.4,1.5,0.6,2.8,2.4,15.6
190,Justin Holiday\holidju01,SG,27,NYK,52,2,19.7,2.6,6.3,.414,1.1,3.3,.349,1.5,3.0,.484,.505,1.0,1.2,.855,0.4,2.6,3.0,1.2,0.9,0.3,0.8,1.5,7.3
191,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,46,18,21.6,2.6,6.4,.408,0.2,0.9,.214,2.4,5.5,.440,.423,2.5,3.2,.776,0.8,4.1,4.9,2.0,1.0,0.5,1.5,2.3,7.9
192,Richaun Holmes\holmeri01,C,23,PHI,28,2,16.1,2.8,5.4,.520,0.3,0.8,.364,2.5,4.6,.546,.546,1.0,1.5,.651,1.4,2.9,4.3,0.8,0.6,0.8,0.9,2.0,6.9
193,Rodney Hood\hoodro01,SG,24,UTA,40,40,28.6,5.1,12.1,.420,2.1,5.6,.366,3.0,6.5,.467,.505,1.5,1.9,.753,0.3,3.3,3.6,1.9,0.6,0.2,1.2,2.3,13.7
194,Al Horford\horfoal01,C,30,BOS,38,38,33.1,6.0,13.1,.460,1.5,4.4,.341,4.5,8.7,.520,.517,1.7,2.1,.808,1.4,5.1,6.6,5.2,0.7,1.7,1.6,2.2,15.2
195,Danuel House\houseda01,SG,23,WAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Dwight Howard\howardw01,C,31,ATL,46,46,29.5,5.4,8.4,.644,0.0,0.0,,5.4,8.4,.644,.644,3.0,5.3,.561,4.3,8.7,13.0,1.3,0.9,1.2,2.2,2.9,13.8
197,Marcelo Huertas\huertma01,PG,33,LAL,21,1,10.3,1.0,2.7,.375,0.1,0.7,.200,0.9,2.0,.439,.402,0.4,0.8,.500,0.0,1.0,1.0,2.3,0.5,0.1,0.9,0.7,2.5
198,Josh Huestis\huestjo01,PF,25,OKC,1,0,7.0,3.0,4.0,.750,1.0,2.0,.500,2.0,2.0,1.000,.875,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0
199,Kris Humphries\humphkr01,PF,31,ATL,41,1,11.8,1.6,3.7,.428,0.3,0.9,.351,1.3,2.8,.452,.470,1.2,1.4,.828,1.1,2.3,3.4,0.5,0.3,0.4,0.6,1.2,4.7
200,R.J. Hunter\hunterj01,SG,23,CHI,3,0,3.0,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
201,Serge Ibaka\ibakase01,PF,27,ORL,52,52,30.4,6.0,12.5,.482,1.5,3.9,.382,4.5,8.6,.527,.542,1.4,1.7,.839,1.8,5.2,6.9,1.1,0.6,1.6,1.2,2.5,14.9
202,Andre Iguodala\iguodan01,SF,33,GSW,49,0,25.8,2.4,4.9,.485,0.8,2.2,.361,1.6,2.7,.588,.567,0.5,0.8,.658,0.7,3.2,3.9,3.4,0.9,0.3,0.7,1.3,6.0
203,Ersan Ilyasova\ilyaser01,PF,29,TOT,50,34,27.6,5.5,12.0,.454,2.1,5.6,.375,3.4,6.4,.523,.542,2.0,2.5,.790,1.3,4.8,6.1,1.7,0.6,0.3,1.5,2.4,15.0
203,Ersan Ilyasova\ilyaser01,PF,29,OKC,3,0,20.7,2.0,5.3,.375,1.0,4.0,.250,1.0,1.3,.750,.469,0.0,0.0,,0.7,4.7,5.3,0.3,1.0,0.3,1.3,1.7,5.0
203,Ersan Ilyasova\ilyaser01,PF,29,PHI,47,34,28.0,5.7,12.4,.456,2.2,5.7,.381,3.5,6.7,.521,.544,2.1,2.6,.790,1.4,4.8,6.2,1.8,0.6,0.3,1.5,2.4,15.6
204,Joe Ingles\inglejo01,SF,29,UTA,51,9,21.2,2.2,4.7,.463,1.3,2.9,.432,0.9,1.8,.511,.596,0.7,0.8,.791,0.2,2.5,2.7,2.3,1.1,0.1,1.1,1.9,6.3
205,Brandon Ingram\ingrabr01,SF,19,LAL,53,14,27.7,2.8,7.7,.359,0.7,2.3,.287,2.1,5.4,.390,.402,1.8,2.6,.679,0.7,3.4,4.1,1.9,0.5,0.5,1.3,1.9,8.0
206,Kyrie Irving\irvinky01,PG,24,CLE,43,43,35.0,9.0,19.3,.466,2.4,6.0,.395,6.6,13.3,.497,.527,3.9,4.3,.892,0.8,2.6,3.4,5.9,1.2,0.2,2.7,2.0,24.2
207,Demetrius Jackson\jacksde01,PG,22,BOS,4,0,4.3,0.8,1.0,.750,0.3,0.3,1.000,0.5,0.8,.667,.875,0.8,1.5,.500,0.5,0.5,1.0,0.8,0.0,0.0,0.0,0.0,2.5
208,Pierre Jackson\jackspi01,PG,25,DAL,8,1,10.5,1.6,4.9,.333,0.4,1.4,.273,1.3,3.5,.357,.372,0.8,0.9,.857,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,4.4
209,Reggie Jackson\jacksre01,PG,26,DET,30,30,28.9,6.0,14.1,.428,1.4,3.8,.363,4.7,10.3,.452,.476,2.6,3.0,.857,0.5,2.0,2.4,5.5,0.7,0.1,2.5,2.8,16.0
210,LeBron James\jamesle01,SF,32,CLE,46,46,37.5,9.6,18.1,.529,1.7,4.6,.360,7.9,13.5,.586,.574,5.0,7.2,.694,1.3,6.7,8.0,8.6,1.4,0.5,4.2,1.6,25.8
211,Al Jefferson\jeffeal01,C,32,IND,50,1,14.9,3.8,7.5,.504,0.0,0.0,.000,3.8,7.5,.505,.504,1.2,1.5,.779,1.2,3.0,4.2,0.9,0.3,0.3,0.5,1.9,8.8
212,Richard Jefferson\jefferi01,SF,36,CLE,48,6,19.9,1.9,4.4,.422,0.7,2.3,.304,1.1,2.1,.556,.502,0.9,1.2,.724,0.4,2.0,2.4,0.9,0.3,0.1,0.7,1.9,5.3
213,John Jenkins\jenkijo01,SG,25,PHO,4,0,3.3,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,0.5,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8
214,Brandon Jennings\jennibr01,PG,27,NYK,52,10,25.0,2.9,7.6,.383,1.2,3.6,.344,1.7,4.0,.418,.464,1.8,2.4,.756,0.4,2.3,2.7,5.0,1.0,0.1,1.9,1.4,8.8
215,Jonas Jerebko\jerebjo01,PF,29,BOS,49,5,17.3,1.8,3.8,.465,0.7,1.8,.367,1.1,1.9,.558,.554,0.3,0.4,.810,0.9,2.7,3.5,1.0,0.5,0.3,0.6,1.7,4.5
216,Amir Johnson\johnsam01,PF,29,BOS,49,46,19.8,2.5,4.6,.556,0.3,0.8,.378,2.2,3.8,.591,.587,0.9,1.3,.677,1.6,2.9,4.5,1.7,0.5,0.7,0.8,2.7,6.2
217,James Johnson\johnsja01,PF,29,MIA,46,0,25.9,4.3,9.1,.477,1.2,3.3,.357,3.2,5.8,.547,.543,1.7,2.4,.706,0.9,4.0,4.9,3.3,0.9,1.0,2.1,2.6,11.6
218,Joe Johnson\johnsjo02,SF,35,UTA,50,8,22.4,3.2,7.4,.439,1.2,3.0,.392,2.1,4.4,.471,.518,0.7,0.9,.818,0.4,2.6,3.0,1.6,0.3,0.2,0.8,1.1,8.4
219,Stanley Johnson\johnsst04,SF,20,DET,47,0,16.5,1.6,4.0,.398,0.5,1.5,.314,1.1,2.5,.448,.457,0.4,0.7,.618,0.4,1.8,2.3,1.3,0.7,0.4,0.7,1.5,4.1
220,Tyler Johnson\johnsty01,PG,24,MIA,43,0,30.8,5.0,11.6,.428,1.3,3.5,.368,3.7,8.1,.454,.484,2.7,3.6,.745,0.6,3.7,4.3,3.2,1.2,0.7,1.0,2.4,13.9
221,Wesley Johnson\johnswe01,SF,29,LAC,43,3,13.5,1.2,3.3,.359,0.5,1.9,.272,0.7,1.4,.475,.437,0.2,0.3,.667,0.5,2.8,3.3,0.5,0.5,0.5,0.3,1.5,3.1
222,Nikola Jokic\jokicni01,C,21,DEN,43,29,26.0,6.3,10.6,.590,0.6,1.7,.338,5.7,9.0,.636,.616,2.4,3.0,.820,2.9,5.6,8.4,4.1,0.7,0.8,2.0,3.0,15.5
223,Damian Jones\jonesda03,C,21,GSW,3,0,7.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.3,0.3,1.3,1.7,1.3
224,Derrick Jones\jonesde02,SF,19,PHO,4,0,3.5,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.3,0.3,1.000,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.8
225,James Jones\jonesja02,SF,36,CLE,30,1,7.5,0.9,1.8,.519,0.7,1.3,.564,0.2,0.5,.400,.722,0.3,0.5,.643,0.1,0.6,0.7,0.2,0.1,0.2,0.2,0.7,2.9
226,Terrence Jones\joneste01,PF,25,NOP,49,10,24.6,4.5,9.5,.474,0.4,1.5,.260,4.1,8.0,.514,.495,2.0,3.4,.600,1.3,4.6,5.8,1.2,0.7,1.1,0.9,1.2,11.4
